Sample2,Species,Common_name,Taxa,Sex,Situ,Location,Country,CollectionYear,TissueStorage,SampleType,ExtractionKit,Environment,Class,Order,Rough_Class,Diet
Shrew7,Crocidura russula,Greater white-toothed shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
GS1,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS10,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS11,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS12,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS2,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS3,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS4,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS5,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS6,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS7,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS8,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
GS9,Sciurus carolinensis,Grey squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
H18,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H19,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H21x,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H23,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H24,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H27,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H3,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H30,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H34,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H35,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H5,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
H6,Erinaceus europaeus,Hedgehog,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
LJ250816-20,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Unknown,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-29,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Female,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-3,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Male,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-31,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Female,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-34,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Male,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-35A,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Female,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-35B,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Female,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-39,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Male,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-5,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Unknown,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
LJ250816-6,Rhinolophus hipposideros,Lesser horseshoe bat,Mammal,Female,Wild,"Killarney, County Kerry, Ireland",Ireland,2016,Frozen at -20C,Faeces,Zymo DNA Extraction kit,Terrestrial,Mammalia,Chiroptera,Mammalia,Carnivore
M08,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M11,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M18,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M20,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M24,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Minas Gerais, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M41,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M79,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M83,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Minas Gerais, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M85,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Espirito Santo, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
M93,Brachyteles hypoxanthus,Northern muriqui,Mammal,Unknown,Wild,"Caparao National Park, Minas Gerais, Brazil",Brazil,2017/18,RNA Later,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Herbivore
Shrew1,Sorex minutus,Pygmy shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew12,Sorex minutus,Pygmy shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew13,Sorex minutus,Pygmy shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew14,Sorex minutus,Pygmy shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew15,Sorex minutus,Pygmy shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew16,Sorex minutus,Pygmy shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew17,Sorex minutus,Pygmy shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew19,Sorex minutus,Pygmy shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew8,Sorex minutus,Pygmy shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
Shrew9,Sorex minutus,Pygmy shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Omnivore
DH10,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH11,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH12,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH2,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH3,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH4,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH5,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH6,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH7,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
DH8,Cervus elaphus,Red deer,Mammal,Unknown,Wild,"Dowth, County Louth",Ireland,2018,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
RS1,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS10,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS11,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS12,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS2,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS3,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS4,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS5,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS6,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS7,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS8,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
RS9,Sciurus vulgaris,Red squirrel,Mammal,Unknown,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
ROE1,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE2,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE3,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE4,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE5,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE6,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
ROE7,Capreolus capreolus,Roe deer,Mammal,Male,Wild,"Cumbria, UK",UK,2019,Frozen at -20C,Faeces,Qiagen Microbiome kit,Terrestrial,Mammalia,Artiodactyla,Mammalia,Herbivore
CV103,Apodemus agrarius,Striped field mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV131,Apodemus agrarius,Striped field mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV144,Apodemus agrarius,Striped field mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV145,Apodemus agrarius,Striped field mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV156,Apodemus agrarius,Striped field mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV159,Apodemus agrarius,Striped field mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV163,Apodemus agrarius,Striped field mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV179,Apodemus agrarius,Striped field mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV191,Apodemus agrarius,Striped field mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV20,Apodemus agrarius,Striped field mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
P10,Equus ferus caballus,Wild pony,Mammal,Female,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P100,Equus ferus caballus,Wild pony,Mammal,Female,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P103,Equus ferus caballus,Wild pony,Mammal,Female,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P104,Equus ferus caballus,Wild pony,Mammal,Male,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P107,Equus ferus caballus,Wild pony,Mammal,Female,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P108,Equus ferus caballus,Wild pony,Mammal,Male,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P111,Equus ferus caballus,Wild pony,Mammal,Female,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P115,Equus ferus caballus,Wild pony,Mammal,Male,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P116,Equus ferus caballus,Wild pony,Mammal,Male,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
P48,Equus ferus caballus,Wild pony,Mammal,Male,Wild,"Snowdonia National Park, Wales",UK,2013,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
CV100,Apodemus sylvaticus,Wood mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV105,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV2,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV31,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV34,Apodemus sylvaticus,Wood mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV4,Apodemus sylvaticus,Wood mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV45,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV5,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV6,Apodemus sylvaticus,Wood mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV80,Apodemus sylvaticus,Wood mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV104,Apodemus flavicollis,Yellow-necked mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV109,Apodemus flavicollis,Yellow-necked mouse,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
CV111,Apodemus flavicollis,Yellow-necked mouse,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Faeces,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
